Chr1	1	100000	10832
Chr1	100001	200000	1683
Chr1	200001	300000	2231
Chr1	300001	400000	222
Chr1	400001	500000	3697
Chr1	500001	600000	5195
Chr1	600001	700000	6833
Chr1	700001	800000	456
Chr1	800001	900000	1701
Chr1	900001	1000000	11083
Chr1	1000001	1100000	0
Chr1	1100001	1200000	0
Chr1	1200001	1300000	9125
Chr1	1300001	1400000	2304
Chr1	1400001	1500000	8332
Chr1	1500001	1600000	3713
Chr1	1600001	1700000	1451
Chr1	1700001	1800000	11540
Chr1	1800001	1900000	3506
Chr1	1900001	2000000	5872
Chr1	2000001	2100000	1837
Chr1	2100001	2200000	11144
Chr1	2200001	2300000	5706
Chr1	2300001	2400000	119
Chr1	2400001	2500000	4504
Chr1	2500001	2600000	9579
Chr1	2600001	2700000	19994
Chr1	2700001	2800000	1086
Chr1	2800001	2900000	1165
Chr1	2900001	3000000	9053
Chr1	3000001	3100000	937
Chr1	3100001	3200000	3722
Chr1	3200001	3300000	0
Chr1	3300001	3400000	9511
Chr1	3400001	3500000	7631
Chr1	3500001	3600000	531
Chr1	3600001	3700000	5475
Chr1	3700001	3800000	925
Chr1	3800001	3900000	3186
Chr1	3900001	4000000	7294
Chr1	4000001	4100000	5932
Chr1	4100001	4200000	4232
Chr1	4200001	4300000	8514
Chr1	4300001	4400000	5459
Chr1	4400001	4500000	14927
Chr1	4500001	4600000	1348
Chr1	4600001	4700000	2711
Chr1	4700001	4800000	5238
Chr1	4800001	4900000	974
Chr1	4900001	5000000	7635
Chr1	5000001	5100000	8095
Chr1	5100001	5200000	1328
Chr1	5200001	5300000	748
Chr1	5300001	5400000	7366
Chr1	5400001	5500000	3538
Chr1	5500001	5600000	7535
Chr1	5600001	5700000	13598
Chr1	5700001	5800000	16329
Chr1	5800001	5900000	6608
Chr1	5900001	6000000	700
Chr1	6000001	6100000	12205
Chr1	6100001	6200000	9684
Chr1	6200001	6300000	23183
Chr1	6300001	6400000	30868
Chr1	6400001	6500000	5546
Chr1	6500001	6600000	21893
Chr1	6600001	6700000	13810
Chr1	6700001	6800000	23453
Chr1	6800001	6900000	15481
Chr1	6900001	7000000	1541
Chr1	7000001	7100000	3813
Chr1	7100001	7200000	10511
Chr1	7200001	7300000	21692
Chr1	7300001	7400000	7870
Chr1	7400001	7500000	17470
Chr1	7500001	7600000	3024
Chr1	7600001	7700000	2790
Chr1	7700001	7800000	0
Chr1	7800001	7900000	7069
Chr1	7900001	8000000	3908
Chr1	8000001	8100000	20733
Chr1	8100001	8200000	1352
Chr1	8200001	8300000	0
Chr1	8300001	8400000	11559
Chr1	8400001	8500000	1730
Chr1	8500001	8600000	16078
Chr1	8600001	8700000	513
Chr1	8700001	8800000	13924
Chr1	8800001	8900000	4863
Chr1	8900001	9000000	13198
Chr1	9000001	9100000	36261
Chr1	9100001	9200000	5532
Chr1	9200001	9300000	23251
Chr1	9300001	9400000	15498
Chr1	9400001	9500000	9596
Chr1	9500001	9600000	7607
Chr1	9600001	9700000	10034
Chr1	9700001	9800000	12514
Chr1	9800001	9900000	3051
Chr1	9900001	10000000	17947
Chr1	10000001	10100000	5998
Chr1	10100001	10200000	14781
Chr1	10200001	10300000	19897
Chr1	10300001	10400000	12686
Chr1	10400001	10500000	12352
Chr1	10500001	10600000	846
Chr1	10600001	10700000	3298
Chr1	10700001	10800000	11149
Chr1	10800001	10900000	1275
Chr1	10900001	11000000	20711
Chr1	11000001	11100000	13372
Chr1	11100001	11200000	25662
Chr1	11200001	11300000	917
Chr1	11300001	11400000	12989
Chr1	11400001	11500000	22161
Chr1	11500001	11600000	11548
Chr1	11600001	11700000	17524
Chr1	11700001	11800000	23286
Chr1	11800001	11900000	14015
Chr1	11900001	12000000	16069
Chr1	12000001	12100000	17953
Chr1	12100001	12200000	12378
Chr1	12200001	12300000	25668
Chr1	12300001	12400000	3144
Chr1	12400001	12500000	9324
Chr1	12500001	12600000	3490
Chr1	12600001	12700000	22708
Chr1	12700001	12800000	12403
Chr1	12800001	12900000	9674
Chr1	12900001	13000000	9893
Chr1	13000001	13100000	11376
Chr1	13100001	13200000	3657
Chr1	13200001	13300000	3413
Chr1	13300001	13400000	17559
Chr1	13400001	13500000	16460
Chr1	13500001	13600000	4830
Chr1	13600001	13700000	10158
Chr1	13700001	13800000	7195
Chr1	13800001	13900000	471
Chr1	13900001	14000000	1561
Chr1	14000001	14100000	13326
Chr1	14100001	14200000	11934
Chr1	14200001	14300000	19728
Chr1	14300001	14400000	1726
Chr1	14400001	14500000	12935
Chr1	14500001	14600000	10383
Chr1	14600001	14700000	21058
Chr1	14700001	14800000	16932
Chr1	14800001	14900000	14386
Chr1	14900001	15000000	11513
Chr2	1	100000	15195
Chr2	100001	200000	4204
Chr2	200001	300000	6838
Chr2	300001	400000	7913
Chr2	400001	500000	8258
Chr2	500001	600000	11194
Chr2	600001	700000	490
Chr2	700001	800000	8838
Chr2	800001	900000	2162
Chr2	900001	1000000	12762
Chr2	1000001	1100000	25500
Chr2	1100001	1200000	6574
Chr2	1200001	1300000	17431
Chr2	1300001	1400000	4635
Chr2	1400001	1500000	1122
Chr2	1500001	1600000	5245
Chr2	1600001	1700000	838
Chr2	1700001	1800000	3109
Chr2	1800001	1900000	1383
Chr2	1900001	2000000	220
Chr2	2000001	2100000	10598
Chr2	2100001	2200000	10729
Chr2	2200001	2300000	2070
Chr2	2300001	2400000	5299
Chr2	2400001	2500000	12232
Chr2	2500001	2600000	5964
Chr2	2600001	2700000	12869
Chr2	2700001	2800000	3298
Chr2	2800001	2900000	13198
Chr2	2900001	3000000	10002
Chr2	3000001	3100000	670
Chr2	3100001	3200000	1832
Chr2	3200001	3300000	521
Chr2	3300001	3400000	3744
Chr2	3400001	3500000	3879
Chr2	3500001	3600000	346
Chr2	3600001	3700000	8045
Chr2	3700001	3800000	3411
Chr2	3800001	3900000	12872
Chr2	3900001	4000000	987
Chr2	4000001	4100000	12925
Chr2	4100001	4200000	22601
Chr2	4200001	4300000	12065
Chr2	4300001	4400000	19489
Chr2	4400001	4500000	6140
Chr2	4500001	4600000	7509
Chr2	4600001	4700000	12132
Chr2	4700001	4800000	4654
Chr2	4800001	4900000	11569
Chr2	4900001	5000000	1484
Chr2	5000001	5100000	21111
Chr2	5100001	5200000	7208
Chr2	5200001	5300000	165
Chr2	5300001	5400000	4725
Chr2	5400001	5500000	5069
Chr2	5500001	5600000	8110
Chr2	5600001	5700000	221
Chr2	5700001	5800000	5489
Chr2	5800001	5900000	8684
Chr2	5900001	6000000	10180
Chr2	6000001	6100000	10369
Chr2	6100001	6200000	4572
Chr2	6200001	6300000	28759
Chr2	6300001	6400000	5571
Chr2	6400001	6500000	12449
Chr2	6500001	6600000	17066
Chr2	6600001	6700000	12970
Chr2	6700001	6800000	12783
Chr2	6800001	6900000	10771
Chr2	6900001	7000000	31426
Chr2	7000001	7100000	451
Chr2	7100001	7200000	5471
Chr2	7200001	7300000	5570
Chr2	7300001	7400000	13325
Chr2	7400001	7500000	11174
Chr2	7500001	7600000	17014
Chr2	7600001	7700000	1216
Chr2	7700001	7800000	341
Chr2	7800001	7900000	2618
Chr2	7900001	8000000	9307
Chr2	8000001	8100000	12442
Chr2	8100001	8200000	15237
Chr2	8200001	8300000	195
Chr2	8300001	8400000	2908
Chr2	8400001	8500000	7799
Chr2	8500001	8600000	3685
Chr2	8600001	8700000	7160
Chr2	8700001	8800000	8724
Chr2	8800001	8900000	649
Chr2	8900001	9000000	10960
Chr2	9000001	9100000	6111
Chr2	9100001	9200000	4235
Chr2	9200001	9300000	17685
Chr2	9300001	9400000	15690
Chr2	9400001	9500000	14100
Chr2	9500001	9600000	7115
Chr2	9600001	9700000	37516
Chr2	9700001	9800000	24387
Chr2	9800001	9900000	3684
Chr2	9900001	10000000	23610
Chr2	10000001	10100000	33434
Chr2	10100001	10200000	6143
Chr2	10200001	10300000	7743
Chr2	10300001	10400000	13390
Chr2	10400001	10500000	9623
Chr2	10500001	10600000	35017
Chr2	10600001	10700000	9527
Chr2	10700001	10800000	3731
Chr2	10800001	10900000	22321
Chr2	10900001	11000000	1504
Chr2	11000001	11100000	3880
Chr2	11100001	11200000	1190
Chr2	11200001	11300000	1805
Chr2	11300001	11400000	10230
Chr2	11400001	11500000	2646
Chr2	11500001	11600000	1469
Chr2	11600001	11700000	12923
Chr2	11700001	11800000	6802
Chr2	11800001	11900000	18815
Chr2	11900001	12000000	18000
Chr2	12000001	12100000	25193
Chr2	12100001	12200000	8329
Chr2	12200001	12300000	584
Chr2	12300001	12400000	7910
Chr2	12400001	12500000	64
Chr2	12500001	12600000	1358
Chr2	12600001	12700000	22140
Chr2	12700001	12800000	14211
Chr2	12800001	12900000	6343
Chr2	12900001	13000000	15478
Chr2	13000001	13100000	7436
Chr2	13100001	13200000	25036
Chr2	13200001	13300000	7567
Chr2	13300001	13400000	12053
Chr2	13400001	13500000	1347
Chr2	13500001	13600000	4038
Chr2	13600001	13700000	10990
Chr2	13700001	13800000	22716
Chr2	13800001	13900000	4248
Chr2	13900001	14000000	17120
Chr2	14000001	14100000	5261
Chr2	14100001	14200000	11657
Chr2	14200001	14300000	13711
Chr2	14300001	14400000	15726
Chr2	14400001	14500000	12159
Chr2	14500001	14600000	35335
Chr2	14600001	14700000	6865
Chr2	14700001	14800000	0
Chr2	14800001	14900000	280
Chr2	14900001	15000000	11747
Chr3	1	100000	0
Chr3	100001	200000	10931
Chr3	200001	300000	6051
Chr3	300001	400000	644
Chr3	400001	500000	2120
Chr3	500001	600000	932
Chr3	600001	700000	5374
Chr3	700001	800000	5738
Chr3	800001	900000	1596
Chr3	900001	1000000	96
Chr3	1000001	1100000	3027
Chr3	1100001	1200000	572
Chr3	1200001	1300000	898
Chr3	1300001	1400000	4784
Chr3	1400001	1500000	15253
Chr3	1500001	1600000	3086
Chr3	1600001	1700000	281
Chr3	1700001	1800000	1854
Chr3	1800001	1900000	926
Chr3	1900001	2000000	184
Chr3	2000001	2100000	7931
Chr3	2100001	2200000	8395
Chr3	2200001	2300000	8847
Chr3	2300001	2400000	7255
Chr3	2400001	2500000	13572
Chr3	2500001	2600000	0
Chr3	2600001	2700000	1992
Chr3	2700001	2800000	213
Chr3	2800001	2900000	695
Chr3	2900001	3000000	450
Chr3	3000001	3100000	7409
Chr3	3100001	3200000	370
Chr3	3200001	3300000	10259
Chr3	3300001	3400000	9059
Chr3	3400001	3500000	4653
Chr3	3500001	3600000	4644
Chr3	3600001	3700000	3626
Chr3	3700001	3800000	1112
Chr3	3800001	3900000	16362
Chr3	3900001	4000000	6422
Chr3	4000001	4100000	18085
Chr3	4100001	4200000	3846
Chr3	4200001	4300000	19423
Chr3	4300001	4400000	9100
Chr3	4400001	4500000	19419
Chr3	4500001	4600000	11691
Chr3	4600001	4700000	8847
Chr3	4700001	4800000	7303
Chr3	4800001	4900000	1663
Chr3	4900001	5000000	19967
Chr3	5000001	5100000	27344
Chr3	5100001	5200000	2543
Chr3	5200001	5300000	11077
Chr3	5300001	5400000	3374
